
twoskirt.OUT (severely abridged)
Buckling load factors from linear
theory for Load Case 1
Buckling occurs in the forward part
of the aft skirt at a load factor of
4.8169 with 31 circumferential waves.

 ***** EIGENVALUES AND MODE SHAPES *****
  EIGENVALUE(CIRC. WAVES)
 =======================================
    5.0943E+00(     3); IFAILD= 0
    5.0911E+00(     5); IFAILD= 0
    5.0864E+00(     7); IFAILD= 0
    5.0804E+00(     9); IFAILD= 0
    5.0732E+00(    11); IFAILD= 0
    5.0649E+00(    13); IFAILD= 0
    5.0492E+00(    15); IFAILD= 0
    5.0153E+00(    17); IFAILD= 0
    4.9815E+00(    19); IFAILD= 0
    4.9517E+00(    21); IFAILD= 0
    4.9303E+00(    23); IFAILD= 0
    4.9169E+00(    25); IFAILD= 0
    4.8647E+00(    27); IFAILD= 0
    4.8311E+00(    29); IFAILD= 0
    4.8169E+00(    31); IFAILD= 0
    4.8217E+00(    33); IFAILD= 0
    4.8447E+00(    35); IFAILD= 0
    4.8849E+00(    37); IFAILD= 0
    4.9416E+00(    39); IFAILD= 0
    5.0139E+00(    41); IFAILD= 0
    5.1010E+00(    43); IFAILD= 0
    5.2023E+00(    45); IFAILD= 0
    5.3169E+00(    47); IFAILD= 0
    5.4443E+00(    49); IFAILD= 0
    5.5839E+00(    51); IFAILD= 0
    5.7352E+00(    53); IFAILD= 0
    5.8976E+00(    55); IFAILD= 0
    6.0707E+00(    57); IFAILD= 0
    6.2539E+00(    59); IFAILD= 0
    6.4469E+00(    61); IFAILD= 0
    6.6493E+00(    63); IFAILD= 0
    6.8607E+00(    65); IFAILD= 0
    7.0806E+00(    67); IFAILD= 0
    7.3088E+00(    69); IFAILD= 0
    7.5449E+00(    71); IFAILD= 0
    7.7886E+00(    73); IFAILD= 0
    8.0395E+00(    75); IFAILD= 0
    8.2974E+00(    77); IFAILD= 0
    8.5619E+00(    79); IFAILD= 0
    8.8327E+00(    81); IFAILD= 0
    9.1096E+00(    83); IFAILD= 0
    9.3922E+00(    85); IFAILD= 0
    9.6802E+00(    87); IFAILD= 0
    9.9734E+00(    89); IFAILD= 0
    1.0271E+01(    91); IFAILD= 0
    1.0574E+01(    93); IFAILD= 0
    1.0881E+01(    95); IFAILD= 0
    1.1192E+01(    97); IFAILD= 0
    1.1507E+01(    99); IFAILD= 0
 =======================================
