"loadstep vs. Force(1,v,G)
       0        0
       1   -0.176987E-18
       2   -0.310076E-15
       3   -0.158478E-18
       4   -0.133230E-13
       5    0.946145E-15
       6   -0.133232E-13
       7   -0.697521E-15
       8   -0.834668E-18
       9   -0.307541E-17
      10   -0.133214E-13
      11   -0.306238E-17
      12   -0.133411E-13
      13    0.000000E+00
      14    0.860717E-17
      15    0.910592E-17
      16   -0.471966E-17


"loadstep vs. Force(2,v,G)
       0    0.000000E+00
       1   -0.176987E-18
       2   -0.113087E-15
       3   -0.158478E-18
       4    0.133223E-13
       5    0.331495E-15
       6    0.133221E-13
       7   -0.243767E-15
       8   -0.834668E-18
       9   -0.307541E-17
      10    0.133239E-13
      11   -0.306238E-17
      12    0.133043E-13
      13    0.000000E+00
      14    0.860717E-17
      15    0.910592E-17
      16   -0.471966E-17


"loadstep vs. Force(3,v,G)
       0    0.000000E+00
       1   -0.133226E-13
       2   -0.210009E-15
       3   -0.133224E-13
       4   -0.133221E-13
       5    0.157710E-13
       6   -0.133221E-13
       7   -0.119149E-14
       8    0.834668E-18
       9    0.307541E-17
      10   -0.133227E-13
      11    0.739557E-31
      12   -0.133190E-13
      13   -0.819055E-17
      14   -0.133313E-13
      15   -0.910592E-17
      16   -0.133085E-13


"loadstep vs. Force(4,v,G)
       0    0.000000E+00
       1    0.133227E-13
       2    0.103981E-14
       3    0.133230E-13
       4    0.133232E-13
       5   -0.159074E-13
       6    0.133232E-13
       7    0.213346E-14
       8    0.834668E-18
       9    0.307541E-17
      10    0.133227E-13
      11    0.739557E-31
      12    0.133264E-13
      13   -0.819055E-17
      14    0.133141E-13
      15   -0.910592E-17
      16    0.133368E-13


"loadstep vs. Force(5,v,G)
       0    0.000000E+00
       1    0.117992E-18
       2    0.488952E-15
       3   -0.133229E-13
       4    0.317380E-15
       5    0.140037E-14
       6   -0.770049E-15
       7    0.463841E-15
       8   -0.133227E-13
       9    0.000000E+00
      10   -0.133252E-13
      11    0.612476E-17
      12   -0.133116E-13
      13    0.122858E-16
      14   -0.266410E-13
      15   -0.910592E-17
      16   -0.133321E-13


